drug	disease	label	fold
DB00068	C2239176	1	3
DB00069	C0006118	1	3
DB00069	C0007134	1	1
DB00069	C0009404	1	1
DB00069	C0018916	1	3
DB00069	C0023443	1	4
DB00069	C0024437	1	4
DB00069	C0025202	1	2
DB00069	C0026764	1	4
DB00069	C0026948	1	2
DB00069	C0036220	1	1
DB00069	C0036920	1	2
DB00069	C0037286	1	4
DB00069	C0037299	1	2
DB00069	C0040028	1	2
DB00069	C0276535	1	1
DB00069	C0524910	1	2
DB00069	C1540912	1	1
DB00069	C2239176	1	4
DB00070	C0042909	1	2
DB00071	C0011849	1	2
DB00072	C1458155	1	0
DB00073	C0003873	1	4
DB00073	C0023434	1	3
DB00073	C0024305	1	1
DB00073	C0079731	1	3
DB00075	C0018133	1	1
DB00078	C0024301	1	2
DB00078	C0024305	1	4
DB00078	C0079731	1	1
DB00081	C0024301	1	3
DB00082	C0001206	1	0
DB00083	C0038379	1	2
DB00083	C2930898	1	2
DB00086	C0027051	1	1
DB00086	C0034065	1	1
DB00086	C0040053	1	3
DB00086	C0042487	1	0
DB00086	C0149871	1	2
DB00086	C0151942	1	1
DB00087	C0023434	1	1
DB00087	C0751967	1	2
DB00091	C0003873	1	3
DB00091	C0004096	1	0
DB00091	C0013238	1	0
DB00091	C0017668	1	0
DB00091	C0022575	1	0
DB00091	C0024141	1	4
DB00091	C0026896	1	3
DB00091	C0033860	1	2
DB00092	C0033860	1	0
DB00093	C0022116	1	1
DB00094	C0021359	1	1
DB00094	C0021361	1	3
DB00094	C0032460	1	2
DB00095	C0033860	1	0
DB00097	C0021361	1	0
DB00099	C0221023	1	1
DB00100	C0008533	1	0
DB00100	C0015503	1	3
DB00100	C0019069	1	1
DB00100	C0019080	1	0
DB00100	C0020640	1	4
DB00102	C0037299	1	1
DB00104	C0001206	1	4
DB00104	C0001430	1	2
DB00104	C0007095	1	2
DB00104	C0011991	1	3
DB00104	C0024586	1	1
DB00104	C0030297	1	1
DB00104	C0032019	1	0
DB00105	C0006118	1	0
DB00105	C0007134	1	3
DB00105	C0009404	1	4
DB00105	C0018916	1	1
DB00105	C0023443	1	1
DB00105	C0023470	1	3
DB00105	C0023473	1	4
DB00105	C0024305	1	2
DB00105	C0024437	1	2
DB00105	C0024586	1	0
DB00105	C0025202	1	4
DB00105	C0026764	1	3
DB00105	C0026948	1	0
DB00105	C0032463	1	2
DB00105	C0036220	1	4
DB00105	C0036920	1	3
DB00105	C0037286	1	0
DB00105	C0037299	1	1
DB00105	C0040028	1	2
DB00105	C0040136	1	4
DB00105	C0524909	1	0
DB00105	C0524910	1	0
DB00105	C1540912	1	3
DB00105	C2239176	1	3
DB00106	C0376358	1	2
DB00107	C0032787	1	3
DB00108	C0010346	1	2
DB00108	C0026769	1	1
DB00110	C0006287	1	3
DB00110	C0151526	1	3
DB00112	C1621958	1	3
DB00114	C0162429	1	2
DB00115	C0002871	1	3
DB00115	C0007570	1	4
DB00115	C0011882	1	3
DB00115	C0026769	1	0
DB00115	C0042847	1	2
DB00115	C0162316	1	3
DB00115	C1394891	1	1
DB00117	C0003873	1	2
DB00118	C0029408	1	0
DB00118	C1263846	1	0
DB00119	C0162429	1	4
DB00120	C0042900	1	0
DB00121	C0162429	1	0
DB00122	C0020473	1	3
DB00122	C0162429	1	3
DB00122	C0917801	1	0
DB00123	C0029456	1	1
DB00125	C0162429	1	2
DB00126	C0025637	1	0
DB00126	C0268483	1	3
DB00127	C0162429	1	4
DB00128	C0020621	1	3
DB00129	C0162429	1	2
DB00130	C0003467	1	0
DB00130	C0003862	1	3
DB00130	C0009324	1	1
DB00130	C0010346	1	4
DB00130	C0011991	1	0
DB00130	C0162429	1	4
DB00130	C0231528	1	2
DB00130	C0917801	1	3
DB00131	C0162429	1	2
DB00132	C0020443	1	1
DB00132	C0020473	1	4
DB00132	C0162429	1	2
DB00132	C1527336	1	0
DB00133	C0017612	1	4
DB00136	C0020502	1	4
DB00136	C0020598	1	4
DB00136	C0020626	1	3
DB00136	C0022661	1	3
DB00136	C0029456	1	4
DB00136	C0033860	1	0
DB00136	C0035579	1	0
DB00136	C0042842	1	1
DB00136	C0042870	1	2
DB00136	C0042875	1	3
DB00136	C0085682	1	4
DB00138	C0003873	1	0
DB00138	C0029408	1	3
DB00139	C0041582	1	1
DB00139	C0162316	1	0
DB00139	C0162429	1	0
DB00141	C0029408	1	3
DB00142	C0041582	1	1
DB00143	C0162429	1	2
DB00145	C0010200	1	0
DB00145	C0027424	1	0
DB00145	C0030920	1	3
DB00145	C0035455	1	4
DB00145	C2607914	1	0
DB00146	C0020598	1	1
DB00146	C0020626	1	3
DB00146	C0022661	1	4
DB00146	C0029456	1	1
DB00146	C0035579	1	4
DB00146	C0042870	1	3
DB00146	C0085682	1	2
DB00147	C0014544	1	2
DB00147	C0162429	1	1
DB00147	C0936215	1	1
DB00148	C0162429	1	4
DB00150	C0003467	1	0
DB00150	C0009806	1	3
DB00150	C0015672	1	2
DB00150	C0917801	1	2
DB00151	C0002726	1	0
DB00151	C0006267	1	1
DB00151	C1408258	1	3
DB00152	C0039841	1	0
DB00152	C0042847	1	0
DB00152	C0349464	1	4
DB00153	C0001122	1	2
DB00153	C0015624	1	4
DB00153	C0020598	1	3
DB00153	C0020626	1	0
DB00153	C0029442	1	1
DB00153	C0029456	1	4
DB00153	C0029458	1	0
DB00153	C0035579	1	0
DB00153	C0042842	1	2
DB00153	C0042870	1	3
DB00153	C0085682	1	4
DB00154	C0162429	1	3
DB00155	C0162429	1	0
DB00157	C0002395	1	1
DB00157	C0030567	1	0
DB00158	C0002871	1	3
DB00158	C0002888	1	3
DB00158	C0007570	1	3
DB00158	C0016412	1	0
DB00158	C0042847	1	3
DB00158	C0162316	1	3
DB00159	C0010674	1	3
DB00159	C0011860	1	1
DB00159	C0011881	1	1
DB00159	C0020557	1	4
DB00161	C0019151	1	0
DB00161	C0031485	1	0
DB00162	C0022593	1	2
DB00162	C0042842	1	1
DB00162	C0042870	1	1
DB00162	C0702166	1	3
DB00163	C0002395	1	0
DB00163	C0003873	1	2
DB00163	C0004096	1	2
DB00163	C0004153	1	0
DB00163	C0042875	1	4
DB00165	C0936215	1	2
DB00165	C1849508	1	3
DB00167	C0019151	1	1
DB00169	C0010346	1	2
DB00169	C0020598	1	1
DB00169	C0020626	1	0
DB00169	C0022661	1	3
DB00169	C0024121	1	2
DB00169	C0029442	1	4
DB00169	C0029456	1	2
DB00169	C0029458	1	0
DB00169	C0033860	1	0
DB00169	C0035579	1	2
DB00169	C0037286	1	4
DB00169	C0042842	1	0
DB00169	C0042870	1	1
DB00170	C0003873	1	3
DB00170	C0009324	1	2
DB00170	C0011991	1	4
DB00170	C0018681	1	4
DB00170	C0019080	1	3
DB00170	C0037299	1	0
DB00170	C0042345	1	1
DB00170	C0042880	1	1
DB00173	C0162429	1	2
DB00174	C0162429	1	2
DB00175	C0003850	1	2
DB00175	C0020443	1	4
DB00175	C0020473	1	1
DB00175	C0020474	1	0
DB00175	C0020476	1	0
DB00175	C0020479	1	3
DB00175	C0020557	1	2
DB00175	C0027051	1	3
DB00175	C0038454	1	0
DB00176	C0028768	1	3
DB00177	C0011881	1	4
DB00177	C0018802	1	3
DB00177	C0020538	1	1
DB00177	C0242698	1	1
DB00178	C0011849	1	1
DB00178	C0018802	1	2
DB00178	C0020538	1	4
DB00178	C0027051	1	1
DB00178	C0038454	1	3
DB00178	C0730345	1	2
DB00179	C0020456	1	4
DB00179	C0022593	1	4
DB00180	C0004096	1	1
DB00180	C0035457	1	1
DB00180	C2607914	1	4
DB00181	C0005697	1	3
DB00181	C0007789	1	4
DB00181	C0020179	1	3
DB00181	C0026769	1	4
DB00181	C0037763	1	3
DB00181	C0037930	1	4
DB00181	C0038018	1	1
DB00181	C0040997	1	4
DB00182	C0027404	1	1
DB00182	C0028754	1	0
DB00182	C1263846	1	4
DB00185	C1527336	1	4
DB00186	C0003467	1	3
DB00186	C0014544	1	0
DB00186	C0014550	1	4
DB00186	C0014553	1	1
DB00186	C0021603	1	3
DB00186	C0030319	1	1
DB00186	C0038220	1	3
DB00186	C0238111	1	1
DB00186	C0270846	1	1
DB00187	C0004238	1	4
DB00187	C0039240	1	1
DB00187	C0042514	1	1
DB00188	C0026764	1	1
DB00188	C0334634	1	2
DB00189	C0021603	1	0
DB00189	C0917801	1	4
DB00190	C0030567	1	0
DB00190	C0242422	1	2
DB00191	C0020649	1	4
DB00191	C0028754	1	4
DB00192	C0003811	1	0
DB00193	C0029408	1	2
DB00193	C0030193	1	1
DB00193	C0150055	1	3
DB00193	C0235063	1	0
DB00195	C0017601	1	0
DB00195	C0017612	1	2
DB00195	C0020538	1	0
DB00195	C0028840	1	0
DB00196	C0025289	1	4
DB00199	C0008311	1	0
DB00199	C0017160	1	3
DB00199	C0025289	1	4
DB00199	C0042029	1	3
DB00199	C0155862	1	1
DB00199	C0702166	1	1
DB00199	C2242472	1	2
DB00200	C0002871	1	2
DB00200	C0007570	1	4
DB00200	C0011882	1	4
DB00200	C0020550	1	0
DB00200	C0024523	1	4
DB00200	C0026769	1	2
DB00200	C0042847	1	0
DB00200	C0346647	1	1
DB00201	C0003578	1	4
DB00201	C0003862	1	3
DB00201	C0004604	1	3
DB00201	C0013144	1	0
DB00201	C0013390	1	3
DB00201	C0015672	1	0
DB00201	C0026838	1	0
DB00201	C0027424	1	2
DB00201	C0030193	1	1
DB00201	C0149931	1	3
DB00201	C2607914	1	4
DB00203	C0242350	1	1
DB00203	C2973725	1	0
DB00204	C0003811	1	0
DB00204	C0004238	1	4
DB00204	C0004239	1	4
DB00206	C0013384	1	3
DB00206	C0020538	1	4
DB00206	C0033975	1	1
DB00206	C0085580	1	4
DB00207	C0029882	1	0
DB00207	C0032285	1	3
DB00207	C0155862	1	3
DB00207	C0702166	1	2
DB00208	C0038454	1	0
DB00208	C0040053	1	1
DB00209	C0042023	1	2
DB00209	C0042024	1	0
DB00209	C0085606	1	2
DB00209	C0878773	1	2
DB00210	C0702166	1	1
DB00211	C0020649	1	3
DB00211	C0020651	1	3
DB00211	C0042024	1	3
DB00212	C0018801	1	1
DB00213	C0014868	1	1
DB00213	C0017168	1	2
DB00213	C0027662	1	4
DB00213	C0030920	1	2
DB00213	C0041582	1	1
DB00213	C0043515	1	2
DB00214	C0013604	1	3
DB00214	C0018802	1	2
DB00214	C0020538	1	1
DB00214	C0022660	1	3
DB00214	C0022661	1	4
DB00214	C0023890	1	2
DB00214	C0027726	1	0
DB00214	C0034063	1	4
DB00215	C0011581	1	0
DB00215	C0011882	1	1
DB00215	C1269683	1	3
DB00216	C0149931	1	2
DB00218	C0008677	1	0
DB00218	C0010692	1	2
DB00218	C0031154	1	4
DB00218	C0032285	1	1
DB00218	C0034186	1	3
DB00218	C0037199	1	3
DB00218	C0155862	1	2
DB00218	C0876973	1	0
DB00221	C0004096	1	3
DB00222	C0003811	1	1
DB00222	C0011849	1	1
DB00222	C0011860	1	4
DB00222	C0020456	1	2
DB00223	C0011615	1	3
DB00223	C0011616	1	2
DB00223	C0015230	1	4
DB00223	C0015456	1	0
DB00223	C0024138	1	2
DB00223	C0036508	1	0
DB00223	C0079773	1	2
DB00226	C0020538	1	4
DB00227	C0003850	1	1
DB00227	C0010068	1	4
DB00227	C0020443	1	4
DB00227	C0020473	1	4
DB00227	C0020474	1	0
DB00227	C0020476	1	0
DB00227	C0020557	1	3
DB00227	C0027051	1	4
DB00227	C0473527	1	1
DB00228	C0151636	1	2
DB00230	C0014544	1	4
DB00230	C0031117	1	1
DB00230	C0032768	1	1
DB00230	C0036572	1	0
DB00231	C0021603	1	1
DB00231	C0917801	1	1
DB00232	C0013604	1	1
DB00232	C0018802	1	3
DB00232	C0020538	1	2
DB00232	C0027726	1	2
DB00233	C0009324	1	4
DB00233	C0010346	1	0
DB00233	C0021390	1	0
DB00233	C0041296	1	4
DB00234	C1269683	1	4
DB00235	C0018802	1	3
DB00237	C0013428	1	1
DB00237	C0021603	1	2
DB00237	C0917801	1	0
DB00240	C0011603	1	0
DB00240	C0011615	1	4
DB00240	C0011616	1	2
DB00240	C0015230	1	3
DB00240	C0015456	1	0
DB00240	C0024138	1	2
DB00240	C0036508	1	1
DB00240	C0079773	1	4
DB00241	C0018681	1	1
DB00241	C0149931	1	1
DB00242	C0002871	1	4
DB00242	C0023434	1	4
DB00242	C0023443	1	1
DB00242	C0024305	1	1
DB00242	C0026769	1	1
DB00242	C0079773	1	3
DB00243	C0002962	1	0
DB00244	C0009324	1	2
DB00244	C0014356	1	0
DB00244	C0021390	1	3
DB00245	C0013384	1	1
DB00245	C0015371	1	0
DB00245	C0030567	1	2
DB00245	C0242422	1	2
DB00246	C0005586	1	2
DB00246	C0036341	1	3
DB00247	C0018681	1	1
DB00247	C0149931	1	1
DB00248	C0013384	1	1
DB00248	C0020514	1	0
DB00248	C0030567	1	0
DB00248	C0032000	1	3
DB00248	C0033375	1	0
DB00248	C0242422	1	0
DB00250	C0702166	1	2
DB00252	C0014544	1	2
DB00252	C0014549	1	4
DB00252	C0014556	1	3
DB00252	C0036572	1	1
DB00252	C0038220	1	2
DB00252	C0149958	1	0
DB00252	C0234974	1	0
DB00252	C0238111	1	4
DB00252	C0494475	1	1
DB00253	C0009763	1	1
DB00253	C0010043	1	1
DB00253	C0013182	1	2
DB00253	C0014583	1	2
DB00253	C0022073	1	4
DB00253	C0035854	1	4
DB00253	C0042164	1	0
DB00254	C0008149	1	4
DB00254	C0031099	1	3
DB00254	C0032227	1	0
DB00254	C0035585	1	1
DB00254	C0037199	1	2
DB00254	C0702166	1	0
DB00255	C0000786	1	4
DB00255	C0033578	1	0
DB00255	C0151526	1	1
DB00255	C0376358	1	3
DB00255	C1458155	1	2
DB00261	C0027022	1	0
DB00261	C0032463	1	3
DB00261	C0040028	1	3
DB00261	C0040053	1	2
DB00261	C0836924	1	1
DB00262	C0004114	1	4
DB00262	C0006118	1	2
DB00262	C0009375	1	1
DB00262	C0014474	1	0
DB00262	C0017636	1	3
DB00262	C0019829	1	3
DB00262	C0024121	1	4
DB00262	C0024305	1	3
DB00262	C0025149	1	0
DB00262	C0025202	1	3
DB00262	C0026764	1	3
DB00262	C0079744	1	0
DB00264	C0002962	1	0
DB00264	C0020538	1	3
DB00264	C0027051	1	2
DB00264	C0948089	1	1
DB00266	C0027051	1	3
DB00266	C0040038	1	3
DB00266	C0040053	1	3
DB00266	C0149871	1	0
DB00268	C0013384	1	3
DB00268	C0030567	1	3
DB00268	C0035258	1	3
DB00270	C0020538	1	4
DB00270	C0085580	1	3
DB00273	C0014544	1	0
DB00273	C0014549	1	1
DB00273	C0028754	1	4
DB00273	C0037769	1	0
DB00273	C0149931	1	3
DB00273	C0234974	1	1
DB00273	C0238111	1	0
DB00275	C0011881	1	0
DB00275	C0018802	1	2
DB00275	C0020538	1	1
DB00275	C0242698	1	0
DB00276	C0023467	1	3
DB00277	C0003578	1	2
DB00277	C0004096	1	1
DB00277	C0008677	1	3
DB00277	C0024115	1	2
DB00277	C0034067	1	3
DB00277	C0428977	1	3
DB00277	C0746102	1	2
DB00279	C0010308	1	4
DB00279	C0018021	1	1
DB00279	C0020676	1	2
DB00279	C0040136	1	4
DB00279	C0040156	1	1
DB00279	C0920350	1	3
DB00280	C0003811	1	3
DB00280	C0004238	1	1
DB00280	C0004239	1	1
DB00280	C0042514	1	2
DB00280	C0085612	1	2
DB00280	C0151636	1	3
DB00280	C0559106	1	4
DB00281	C0003811	1	0
DB00281	C0013595	1	2
DB00281	C0019080	1	1
DB00281	C0019112	1	0
DB00281	C0027796	1	2
DB00281	C0032768	1	0
DB00281	C0033774	1	3
DB00281	C0042510	1	0
DB00281	C0042514	1	3
DB00281	C0085612	1	4
DB00281	C0151636	1	0
DB00282	C0020437	1	3
DB00282	C0026764	1	2
DB00282	C0029401	1	4
DB00282	C0029458	1	3
DB00283	C0002994	1	0
DB00283	C0020517	1	1
DB00283	C0027424	1	4
DB00283	C0033774	1	2
DB00283	C0035457	1	4
DB00283	C0042109	1	0
DB00283	C0343065	1	2
DB00283	C2607914	1	0
DB00284	C0011849	1	0
DB00284	C0011860	1	2
DB00284	C0020456	1	4
DB00285	C0006142	1	1
DB00285	C0030319	1	1
DB00285	C1269683	1	3
DB00286	C0006142	1	3
DB00286	C0020619	1	3
DB00286	C0029456	1	0
DB00286	C1384606	1	3
DB00287	C0017601	1	0
DB00287	C0017612	1	2
DB00287	C0028840	1	2
DB00288	C0011603	1	1
DB00288	C0011615	1	3
DB00288	C0011616	1	3
DB00288	C0015230	1	1
DB00288	C0015456	1	0
DB00288	C0024138	1	0
DB00288	C0036508	1	1
DB00288	C0079773	1	0
DB00289	C1263846	1	1
DB00290	C0007137	1	3
DB00290	C0019829	1	4
DB00290	C0024299	1	0
DB00290	C0024301	1	1
DB00290	C0024305	1	1
DB00290	C0025202	1	3
DB00290	C0039590	1	3
DB00290	C0079744	1	3
DB00290	C0278996	1	2
DB00290	C1261473	1	1
DB00290	C1336708	1	3
DB00292	C0007786	1	3
DB00292	C0038220	1	4
DB00293	C0025500	1	2
DB00293	C1527249	1	1
DB00295	C0011991	1	0
DB00295	C0030193	1	1
DB00295	C0150055	1	4
DB00297	C0033774	1	1
DB00298	C0017601	1	3
DB00298	C0026961	1	1
DB00300	C0524909	1	4
DB00302	C0005779	1	2
DB00302	C0014175	1	3
DB00302	C0019080	1	0
DB00302	C0025323	1	3
DB00302	C0038525	1	4
DB00302	C0271578	1	1
DB00304	C0014175	1	3
DB00306	C0917801	1	4
DB00307	C0011849	1	2
DB00307	C0079773	1	2
DB00307	C0596263	1	2
DB00308	C0003811	1	1
DB00308	C0004238	1	3
DB00308	C0004239	1	4
DB00309	C0019829	1	0
DB00309	C0023449	1	0
DB00309	C0023473	1	1
DB00309	C0024299	1	0
DB00309	C0025202	1	3
DB00309	C0085669	1	2
DB00310	C0013604	1	1
DB00310	C0018802	1	1
DB00310	C0020538	1	1
DB00310	C0022661	1	4
DB00310	C0023890	1	1
DB00310	C0027726	1	4
DB00311	C0017601	1	2
DB00312	C0014544	1	3
DB00312	C0038220	1	2
DB00312	C0917798	1	3
DB00312	C0917801	1	3
DB00313	C0002395	1	4
DB00313	C0014544	1	2
DB00313	C0014553	1	3
DB00313	C0036572	1	3
DB00313	C0085417	1	3
DB00315	C0149931	1	2
DB00316	C0003862	1	1
DB00316	C0003864	1	1
DB00316	C0004604	1	4
DB00316	C0013390	1	4
DB00316	C0015967	1	0
DB00316	C0030193	1	0
DB00316	C0149931	1	3
DB00316	C2607914	1	1
DB00317	C0007131	1	3
DB00317	C0024121	1	4
DB00318	C0010200	1	1
DB00318	C0015967	1	4
DB00318	C0027424	1	4
DB00318	C0030193	1	3
DB00318	C0035455	1	4
DB00318	C2607914	1	3
DB00320	C0149931	1	1
DB00321	C0011581	1	3
DB00321	C0338908	1	4
DB00322	C0009404	1	0
DB00322	C0038356	1	1
DB00322	C1527249	1	4
DB00323	C0013384	1	3
DB00323	C0030567	1	0
DB00324	C0005741	1	4
DB00324	C0010043	1	2
DB00324	C0020517	1	0
DB00324	C0022073	1	1
DB00324	C0035854	1	4
DB00324	C0042164	1	1
DB00324	C0702166	1	4
DB00325	C0020538	1	4
DB00325	C0020546	1	1
DB00327	C0010200	1	2
DB00327	C0030193	1	2
DB00328	C0003868	1	1
DB00328	C0003873	1	2
DB00328	C0013274	1	2
DB00328	C0018099	1	3
DB00328	C0022876	1	3
DB00328	C0029408	1	1
DB00328	C0038013	1	2
DB00328	C0039103	1	2
DB00331	C0011849	1	4
DB00331	C0011860	1	1
DB00331	C0020456	1	0
DB00332	C0003811	1	1
DB00332	C0004096	1	2
DB00332	C0008677	1	0
DB00332	C0024117	1	3
DB00332	C0034067	1	0
DB00332	C0035457	1	2
DB00332	C2607914	1	2
DB00334	C0005586	1	2
DB00334	C0005587	1	2
DB00334	C0036341	1	3
DB00334	C1269683	1	3
DB00335	C0002962	1	3
DB00335	C0003811	1	1
DB00335	C0004238	1	1
DB00335	C0004239	1	2
DB00335	C0018802	1	3
DB00335	C0020538	1	3
DB00335	C0027051	1	4
DB00335	C0039240	1	4
DB00335	C0042510	1	3
DB00335	C0042514	1	4
DB00337	C0011603	1	1
DB00337	C0011615	1	1
DB00337	C0013595	1	4
DB00338	C0013295	1	1
DB00338	C0014868	1	2
DB00338	C0014869	1	4
DB00338	C0017168	1	2
DB00338	C0017181	1	1
