drug	disease	label	category	repeat0	repeat1	repeat2	repeat3	repeat4	repeat5	repeat6	repeat7	repeat8	repeat9
DB00009	C0948008	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00010	C0013338	1	C05	train	train	train	train	train	train	train	train	train	train
DB00010	C0021359	1	C12	train	train	train	train	train	train	train	train	train	train
DB00010	C0343755	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00012	C0002871	1	C15	train	train	train	train	train	train	train	train	test	train
DB00013	C0010072	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00013	C0027051	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00013	C0034065	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00013	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00013	C0042487	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00014	C0006142	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00014	C0014175	1	C12	train	train	train	train	train	train	train	train	train	train
DB00015	C0018802	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00015	C0027051	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00015	C0034065	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00015	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00015	C0242973	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00016	C0002871	1	C15	train	train	train	train	train	train	train	train	test	train
DB00017	C0020437	1	C18	train	train	train	train	train	test	train	train	train	train
DB00017	C0029401	1	C05	train	train	train	train	train	train	train	train	train	train
DB00017	C0029456	1	C05	train	train	train	train	train	train	train	train	train	train
DB00017	C0029458	1	C05	train	train	train	train	train	train	train	train	train	train
DB00020	C0019829	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00020	C0023449	1	C15	train	train	train	train	train	train	train	train	test	train
DB00020	C1458155	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00022	C0006118	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00022	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00022	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00022	C0018916	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00022	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00022	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00022	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00022	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00022	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00022	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00022	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00022	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00022	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00022	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00022	C0524910	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00022	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00022	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00024	C0020676	1	C19	train	train	test	valid	train	train	test	train	train	valid
DB00024	C0040136	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00025	C0019080	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00026	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00026	C0409818	1	C17	test	train	train	train	train	train	train	train	train	train
DB00026	C2316212	1	C17	test	train	train	train	train	train	train	train	train	train
DB00028	C0002880	1	C15	train	train	train	train	train	train	train	train	test	train
DB00028	C0011633	1	C17	test	train	train	train	train	train	train	train	train	train
DB00028	C0021051	1	C20	train	train	train	train	train	train	train	train	valid	train
DB00028	C0023418	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00028	C0023434	1	C15	train	train	train	train	train	train	train	train	test	train
DB00028	C0026691	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00029	C0027051	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00029	C0034065	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00029	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00030	C0011849	1	C18	train	train	train	train	train	test	train	train	train	train
DB00030	C0011854	1	C18	train	train	train	train	train	test	train	train	train	train
DB00030	C0011860	1	C18	train	train	train	train	train	test	train	train	train	train
DB00030	C0021655	1	C18	train	train	train	train	train	test	train	train	train	train
DB00031	C0010072	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00031	C0027051	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00031	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00032	C0021359	1	C12	train	train	train	train	train	train	train	train	train	train
DB00033	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00033	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00033	C0018203	1	C15	train	train	train	train	train	train	train	train	test	train
DB00033	C0018916	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00033	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00033	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00033	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00033	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00033	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00033	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00033	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00033	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00033	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00033	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00033	C0524910	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00033	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00033	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00034	C0006118	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00034	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00034	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00034	C0018916	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00034	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00034	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00034	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00034	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00034	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00034	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00034	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00034	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00034	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00034	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00034	C0524910	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00034	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00034	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00035	C0011848	1	C12	train	train	train	train	train	train	train	train	train	train
DB00035	C0018924	1	C05	train	train	train	train	train	train	train	train	train	train
DB00035	C0019069	1	C15	train	train	train	train	train	train	train	train	test	train
DB00035	C0019080	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00035	C0041948	1	C12	train	train	train	train	train	train	train	train	train	train
DB00036	C0008533	1	C15	train	train	train	train	train	train	train	train	test	train
DB00036	C0015503	1	C15	train	train	train	train	train	train	train	train	test	train
DB00036	C0019069	1	C15	train	train	train	train	train	train	train	train	test	train
DB00036	C0019080	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00036	C0040015	1	C15	train	train	train	train	train	train	train	train	test	train
DB00038	C0040034	1	C15	train	train	train	train	train	train	train	train	test	train
DB00039	C0376545	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00040	C0002792	1	C20	train	train	train	train	train	train	train	train	valid	train
DB00040	C0011849	1	C18	train	train	train	train	train	test	train	train	train	train
DB00040	C0020615	1	C18	train	train	train	train	train	test	train	train	train	train
DB00040	C0036980	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00040	C0428977	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00041	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00041	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00041	C0023467	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00041	C0024305	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00041	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00041	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00042	C0038379	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00043	C0004096	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00043	C0020517	1	C20	train	train	train	train	train	train	train	train	valid	train
DB00044	C0021361	1	C12	train	train	train	train	train	train	train	train	train	train
DB00046	C0011849	1	C18	train	train	train	train	train	test	train	train	train	train
DB00046	C0011854	1	C18	train	train	train	train	train	test	train	train	train	train
DB00046	C0011860	1	C18	train	train	train	train	train	test	train	train	train	train
DB00046	C0020456	1	C18	train	train	train	train	train	test	train	train	train	train
DB00047	C0011849	1	C18	train	train	train	train	train	test	train	train	train	train
DB00047	C0011854	1	C18	train	train	train	train	train	test	train	train	train	train
DB00047	C0011860	1	C18	train	train	train	train	train	test	train	train	train	train
DB00047	C0020456	1	C18	train	train	train	train	train	test	train	train	train	train
DB00048	C0030848	1	C12	train	train	train	train	train	train	train	train	train	train
DB00051	C0003872	1	C05	train	train	train	train	train	train	train	train	train	train
DB00051	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00051	C0009324	1	C06	test	train	train	test	train	test	train	train	train	train
DB00051	C0010346	1	C06	test	train	train	test	train	test	train	train	train	train
DB00051	C0162836	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00051	C3495559	1	C05	train	train	train	train	train	train	train	train	train	train
DB00052	C0001206	1	C05	train	train	train	train	train	train	train	train	train	train
DB00052	C0013338	1	C05	train	train	train	train	train	train	train	train	train	train
DB00052	C0032897	1	C16	train	train	test	train	train	train	train	train	train	train
DB00052	C0041408	1	C12	train	train	train	train	train	train	train	train	train	train
DB00052	C0343755	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00054	C0002965	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00054	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00055	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00056	C0023467	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00056	C0023479	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00060	C0006118	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00060	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00060	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00060	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00060	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00060	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00060	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00060	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00060	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00060	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00060	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00060	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00060	C0524910	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00060	C0751967	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00060	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00060	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00063	C0002965	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00063	C0027051	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00063	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00063	C0948089	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00065	C0003872	1	C05	train	train	train	train	train	train	train	train	train	train
DB00065	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00065	C0009324	1	C06	test	train	train	test	train	test	train	train	train	train
DB00065	C0010346	1	C06	test	train	train	test	train	test	train	train	train	train
DB00065	C0038013	1	C05	train	train	train	train	train	train	train	train	train	train
DB00065	C3495559	1	C05	train	train	train	train	train	train	train	train	train	train
DB00066	C0021359	1	C12	train	train	train	train	train	train	train	train	train	train
DB00066	C0021361	1	C12	train	train	train	train	train	train	train	train	train	train
DB00067	C0011848	1	C12	train	train	train	train	train	train	train	train	train	train
DB00067	C0017181	1	C06	test	train	train	test	train	test	train	train	train	train
DB00067	C0019069	1	C15	train	train	train	train	train	train	train	train	test	train
DB00067	C0019080	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00067	C0042510	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00067	C0042514	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00068	C0006118	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00068	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00068	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00068	C0018916	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00068	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00068	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00068	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00068	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00068	C0026769	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00068	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00068	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00068	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00068	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00068	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00068	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00068	C0524910	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00068	C0751967	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00068	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00068	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00069	C0006118	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00069	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00069	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00069	C0018916	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00069	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00069	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00069	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00069	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00069	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00069	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00069	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00069	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00069	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00069	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00069	C0524910	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00069	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00069	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00070	C0042909	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00071	C0011849	1	C18	train	train	train	train	train	test	train	train	train	train
DB00072	C1458155	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00073	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00073	C0023434	1	C15	train	train	train	train	train	train	train	train	test	train
DB00073	C0024305	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00075	C0018133	1	C20	train	train	train	train	train	train	train	train	valid	train
DB00078	C0024301	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00078	C0024305	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00078	C0079731	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00081	C0024301	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00082	C0001206	1	C05	train	train	train	train	train	train	train	train	train	train
DB00083	C0038379	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00083	C2930898	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00086	C0027051	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00086	C0034065	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00086	C0040053	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00086	C0042487	1	C14	valid	test	train	valid	test	train	train	test	train	valid
DB00087	C0023434	1	C15	train	train	train	train	train	train	train	train	test	train
DB00087	C0751967	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00091	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00091	C0004096	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00091	C0013238	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00091	C0017668	1	C12	train	train	train	train	train	train	train	train	train	train
DB00091	C0022575	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00091	C0024141	1	C17	test	train	train	train	train	train	train	train	train	train
DB00091	C0026896	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00091	C0033860	1	C17	test	train	train	train	train	train	train	train	train	train
DB00094	C0021359	1	C12	train	train	train	train	train	train	train	train	train	train
DB00094	C0021361	1	C12	train	train	train	train	train	train	train	train	train	train
DB00094	C0032460	1	C12	train	train	train	train	train	train	train	train	train	train
DB00095	C0033860	1	C17	test	train	train	train	train	train	train	train	train	train
DB00097	C0021361	1	C12	train	train	train	train	train	train	train	train	train	train
DB00100	C0008533	1	C15	train	train	train	train	train	train	train	train	test	train
DB00100	C0015503	1	C15	train	train	train	train	train	train	train	train	test	train
DB00100	C0019069	1	C15	train	train	train	train	train	train	train	train	test	train
DB00100	C0019080	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00102	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00104	C0001206	1	C05	train	train	train	train	train	train	train	train	train	train
DB00104	C0001430	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00104	C0007095	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00104	C0011991	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00104	C0024586	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00104	C0030297	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00104	C0032019	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00105	C0007134	1	C12	train	train	train	train	train	train	train	train	train	train
DB00105	C0009404	1	C06	test	train	train	test	train	test	train	train	train	train
DB00105	C0018916	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0023443	1	C15	train	train	train	train	train	train	train	train	test	train
DB00105	C0024305	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0024437	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00105	C0024586	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0025202	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0026764	1	C15	train	train	train	train	train	train	train	train	test	train
DB00105	C0026948	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0032463	1	C15	train	train	train	train	train	train	train	train	test	train
DB00105	C0036220	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0036920	1	C15	train	train	train	train	train	train	train	train	test	train
DB00105	C0037286	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0037299	1	C17	test	train	train	train	train	train	train	train	train	train
DB00105	C0040028	1	C15	train	train	train	train	train	train	train	train	test	train
DB00105	C0040136	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00105	C0524909	1	C01	train	train	train	train	valid	valid	train	train	train	train
DB00105	C1540912	1	C15	train	train	train	train	train	train	train	train	test	train
DB00105	C2239176	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00106	C0376358	1	C12	train	train	train	train	train	train	train	train	train	train
DB00107	C0032787	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00108	C0010346	1	C06	test	train	train	test	train	test	train	train	train	train
DB00108	C0026769	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00110	C0006287	1	C08	valid	train	test	train	valid	train	train	train	valid	train
DB00110	C0151526	1	C12	train	train	train	train	train	train	train	train	train	train
DB00112	C1621958	1	C04	train	train	valid	train	train	train	test	train	train	test
DB00114	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00115	C0002871	1	C15	train	train	train	train	train	train	train	train	test	train
DB00115	C0007570	1	C06	test	train	train	test	train	test	train	train	train	train
DB00115	C0011882	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00115	C0026769	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00115	C0042847	1	C18	train	train	train	train	train	test	train	train	train	train
DB00115	C0162316	1	C15	train	train	train	train	train	train	train	train	test	train
DB00117	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00118	C0029408	1	C05	train	train	train	train	train	train	train	train	train	train
DB00119	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00120	C0042900	1	C17	test	train	train	train	train	train	train	train	train	train
DB00121	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00122	C0020473	1	C18	train	train	train	train	train	test	train	train	train	train
DB00122	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00122	C0917801	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00123	C0029456	1	C05	train	train	train	train	train	train	train	train	train	train
DB00125	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00126	C0025637	1	C15	train	train	train	train	train	train	train	train	test	train
DB00126	C0268483	1	C18	train	train	train	train	train	test	train	train	train	train
DB00127	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00128	C0020621	1	C18	train	train	train	train	train	test	train	train	train	train
DB00129	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00130	C0003862	1	C05	train	train	train	train	train	train	train	train	train	train
DB00130	C0009324	1	C06	test	train	train	test	train	test	train	train	train	train
DB00130	C0011991	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00130	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00130	C0231528	1	C05	train	train	train	train	train	train	train	train	train	train
DB00130	C0917801	1	C10	train	train	train	train	train	valid	valid	train	train	train
DB00131	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00132	C0020443	1	C18	train	train	train	train	train	test	train	train	train	train
DB00132	C0020473	1	C18	train	train	train	train	train	test	train	train	train	train
DB00132	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00132	C1527336	1	C05	train	train	train	train	train	train	train	train	train	train
DB00133	C0017612	1	C11	train	valid	valid	train	valid	train	train	train	train	test
DB00136	C0020502	1	C19	train	train	test	valid	train	train	test	train	train	valid
DB00136	C0020598	1	C18	train	train	train	train	train	test	train	train	train	train
DB00136	C0020626	1	C19	train	train	test	valid	train	train	test	train	train	valid
DB00136	C0022661	1	C12	train	train	train	train	train	train	train	train	train	train
DB00136	C0029456	1	C05	train	train	train	train	train	train	train	train	train	train
DB00136	C0033860	1	C17	test	train	train	train	train	train	train	train	train	train
DB00136	C0035579	1	C18	train	train	train	train	train	test	train	train	train	train
DB00136	C0042842	1	C18	train	train	train	train	train	test	train	train	train	train
DB00136	C0042870	1	C18	train	train	train	train	train	test	train	train	train	train
DB00136	C0042875	1	C18	train	train	train	train	train	test	train	train	train	train
DB00136	C0085682	1	C18	train	train	train	train	train	test	train	train	train	train
DB00138	C0003873	1	C05	train	train	train	train	train	train	train	train	train	train
DB00138	C0029408	1	C05	train	train	train	train	train	train	train	train	train	train
DB00139	C0041582	1	C23	train	valid	train	test	train	train	train	valid	test	train
DB00139	C0162316	1	C15	train	train	train	train	train	train	train	train	test	train
DB00139	C0162429	1	C18	train	train	train	train	train	test	train	train	train	train
DB00141	C0029408	1	C05	train	train	train	train	train	train	train	train	train	train
DB00142	C0041582	1	C23	train	valid	train	test	train	train	train	valid	test	train
